Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Oval,,E,VS1,1.01,1.41,63.0,56.0,Excellent,Very Good,Thick to Very Thick,,7.92,5.6,3.53,4170,GIA,Medium
Pear,,E,VS2,1.0,1.52,62.8,59.0,Excellent,Very Good,Thin to Very Thick,,8.47,5.59,3.51,2990,GIA,Strong
Radiant,,G,VVS1,1.0,1.26,69.5,70.0,Excellent,Excellent,Very Thick to Extremely Thick,,6.15,4.89,3.4,3640,GIA,
Radiant,,H,VS2,1.0,1.4,67.8,66.0,Excellent,Very Good,Thick to Very Thick,,6.91,4.95,3.36,2880,GIA,Strong
Round,Excellent,H,VS2,1.0,1.01,62.6,58.0,Excellent,Excellent,Slightly Thick,,6.37,6.41,4.0,3820,GIA,
Heart,,H,VS2,1.7,1.15,57.7,56.0,Excellent,Excellent,Medium to Very Thick,,7.2,8.29,4.78,1390,GIA,
Marquise,,G,VS2,1.0,1.85,63.6,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.71,5.25,3.34,4660,GIA,
Marquise,,G,VS2,1.01,2.06,59.4,60.0,Excellent,Very Good,Slightly Thick to Thick,,10.83,5.27,3.13,4970,GIA,Faint
Oval,,G,VS2,1.0,1.35,62.5,57.0,Excellent,Very Good,Medium to Thick,,7.7,5.7,3.56,4540,GIA,
Heart,,F,VS1,1.01,1.19,58.9,63.0,Very Good,Excellent,Slightly Thick to Very Thick,,5.9,7.05,4.15,4650,GIA,
Heart,,D,VS1,2.2,1.13,55.2,66.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.1,9.17,5.06,3880,IGI Lab-Grown,
Princess,Ideal,G,VS2,1.01,1.0,74.4,73.0,Excellent,Very Good,Thick,,5.51,5.49,4.09,3350,GIA,Faint
Pear,,E,VS1,1.0,1.47,64.8,59.0,Excellent,Excellent,Thick to Very Thick,,8.19,5.58,3.61,4770,GIA,
Round,Excellent,H,VS1,1.02,1.01,62.8,58.0,Excellent,Excellent,Thin to Slightly Thick,,6.34,6.4,4.0,3930,GIA,Medium
Round,Excellent,H,VS2,1.02,1.01,60.7,60.0,Excellent,Excellent,Medium to Slightly Thick,,6.49,6.54,3.95,4140,GIA,
Heart,,D,VS2,1.01,1.19,61.5,58.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.77,6.84,4.21,4470,GIA,
Princess,Ideal,G,VS1,1.01,1.0,74.4,70.0,Excellent,Excellent,Thick,,5.4,5.39,4.01,3470,GIA,
Round,Excellent,H,VS2,1.0,1.0,63.3,56.0,Excellent,Excellent,Medium to Slightly Thick,,6.35,6.37,4.03,3930,GIA,Faint
Radiant,,H,VVS2,1.0,1.25,71.8,69.0,Excellent,Excellent,Thick to Very Thick,,6.25,5.0,3.59,4580,GIA,
Heart,,E,VVS2,1.4,1.13,55.2,61.0,Excellent,Very Good,Slightly Thick to Thick,Pointed,6.99,7.92,4.37,1920,IGI Lab-Grown,
Princess,Ideal,G,VVS1,1.0,1.01,71.6,74.0,Excellent,Excellent,Slightly Thick to Thick,,5.5,5.43,3.89,3350,GIA,
Heart,,E,VS2,1.04,1.01,54.4,59.0,Good,Good,Extremely Thin to Medium,,6.94,7.04,3.83,6090,GIA,
Radiant,,H,VVS1,1.0,1.06,75.7,64.0,Excellent,Very Good,Thick to Very Thick,,5.41,5.08,3.85,2780,GIA,Strong
Cushion,Ideal,E,VS1,3.51,1.01,68.0,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.81,8.73,5.94,7480,IGI Lab-Grown,
Marquise,,E,VS1,1.29,1.9,59.6,62.0,Excellent,Excellent,Medium,Pointed,11.17,5.87,3.5,1280,IGI Lab-Grown,
Oval,,E,VS1,1.1,1.49,61.7,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.53,5.74,3.54,1070,IGI Lab-Grown,
Heart,,D,VVS2,1.58,1.11,55.7,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.31,8.15,4.54,2670,IGI Lab-Grown,
Heart,,D,VVS2,2.65,1.08,59.2,65.0,Excellent,Excellent,Medium to Thick,Pointed,8.68,9.38,5.55,5590,IGI Lab-Grown,
Heart,,E,VS1,1.52,1.12,56.1,57.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.15,7.99,4.48,1950,IGI Lab-Grown,
Marquise,,E,VVS2,1.05,1.89,62.5,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.21,5.39,3.37,1230,IGI Lab-Grown,
Oval,,F,VS1,1.07,1.42,62.0,61.0,Excellent,Excellent,Medium,Pointed,8.25,5.79,3.59,1070,IGI Lab-Grown,
Princess,Ideal,F,VS1,1.11,1.01,69.5,69.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.75,5.71,3.97,1140,IGI Lab-Grown,
Radiant,,F,VS1,1.08,1.43,67.9,62.0,Excellent,Excellent,Medium,Pointed,7.2,5.05,3.43,1110,IGI Lab-Grown,
Oval,,E,VS1,1.07,1.45,62.8,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.25,5.7,3.58,1040,IGI Lab-Grown,
Radiant,,D,VS1,1.02,1.38,68.6,66.0,Excellent,Excellent,Medium,Pointed,7.07,5.12,3.51,1090,IGI Lab-Grown,
Heart,,E,VS1,1.51,1.11,55.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.21,8.03,4.46,1940,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.41,61.4,56.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.1,5.75,3.53,1070,IGI Lab-Grown,
Pear,,E,VS1,1.12,1.66,60.8,56.0,Excellent,Excellent,Medium,Pointed,9.65,5.81,3.53,1120,IGI Lab-Grown,
Marquise,,E,VVS2,1.09,1.91,63.4,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.35,5.41,3.43,1280,IGI Lab-Grown,
Heart,,D,VS1,1.69,1.11,56.3,63.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.41,8.23,4.63,2520,IGI Lab-Grown,
Heart,,E,VS1,1.66,1.14,54.3,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.37,8.42,4.57,2250,IGI Lab-Grown,
Round,Ideal,D,VS1,1.59,1.0,61.1,56.0,Excellent,Excellent,Medium,Pointed,7.55,7.56,4.61,1860,IGI Lab-Grown,
Oval,,F,VS1,1.1,1.49,60.2,59.0,Excellent,Excellent,Medium,Pointed,8.69,5.83,3.51,1050,IGI Lab-Grown,
Pear,,D,VS1,1.03,1.57,63.4,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.77,5.58,3.54,1120,IGI Lab-Grown,
Oval,,E,VS1,1.06,1.44,61.1,59.0,Excellent,Excellent,Thin to Medium,Pointed,8.34,5.79,3.54,1030,IGI Lab-Grown,
Round,Ideal,E,VS1,1.56,1.01,61.0,57.0,Excellent,Excellent,Medium,Pointed,7.46,7.5,4.57,1810,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.02,1.02,73.3,65.0,Excellent,Excellent,Medium,Pointed,5.55,5.44,3.99,1190,IGI Lab-Grown,
Pear,,E,VS1,1.01,1.54,63.3,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.67,5.64,3.57,1020,IGI Lab-Grown,
Heart,,E,VS1,1.59,1.15,56.6,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.16,8.24,4.66,2040,IGI Lab-Grown,
Pear,,F,VS1,1.08,1.75,59.4,61.0,Excellent,Very Good,Medium to Slightly Thick,Pointed,9.83,5.62,3.34,1020,IGI Lab-Grown,
Heart,,E,VS1,2.6,1.16,54.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.49,9.87,5.39,4300,IGI Lab-Grown,
Heart,,F,VS1,2.83,1.14,54.7,59.0,Excellent,Excellent,Medium to Thick,Pointed,8.82,10.02,5.48,4260,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.11,1.01,70.5,66.0,Excellent,Excellent,Medium,Pointed,5.81,5.73,4.04,1100,IGI Lab-Grown,
Pear,,F,VS1,1.06,1.75,60.8,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.68,5.53,3.36,1050,IGI Lab-Grown,
Heart,,F,VS1,1.69,1.14,55.2,66.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.42,8.43,4.65,2220,IGI Lab-Grown,
Pear,,F,VS1,1.02,1.54,60.4,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.77,5.7,3.44,1020,IGI Lab-Grown,
Pear,,E,VS1,1.06,1.62,61.9,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.18,5.67,3.51,1070,IGI Lab-Grown,
Cushion,Ideal,D,VVS2,1.33,1.02,65.2,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.53,6.4,4.17,2200,IGI Lab-Grown,
Radiant,,E,VS1,1.07,1.42,67.5,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.17,5.05,3.41,1080,IGI Lab-Grown,
Marquise,,E,VVS2,1.02,1.98,64.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.24,5.17,3.31,1200,IGI Lab-Grown,
Heart,,E,VS1,1.59,1.13,53.7,67.0,Excellent,Excellent,Medium to Thick,Pointed,7.35,8.29,4.45,2040,IGI Lab-Grown,
Radiant,,F,VS1,1.1,1.42,68.4,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.19,5.06,3.46,1130,IGI Lab-Grown,
Pear,,E,VS1,1.04,1.65,63.5,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.2,5.56,3.53,1050,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.15,1.02,72.6,69.0,Excellent,Excellent,Medium,Pointed,5.73,5.62,4.08,1140,IGI Lab-Grown,
Oval,,F,VS1,1.07,1.46,61.4,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.41,5.75,3.53,1070,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.03,1.01,68.4,71.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.55,5.51,3.77,1200,IGI Lab-Grown,
Heart,,E,VS1,3.08,1.11,56.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.22,10.21,5.81,6720,IGI Lab-Grown,
Radiant,,F,VVS2,1.02,1.49,66.3,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.29,4.9,3.25,1260,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.18,1.02,73.0,66.0,Excellent,Excellent,Medium,Pointed,5.77,5.66,4.13,1170,IGI Lab-Grown,
Pear,,F,VS1,1.03,1.71,61.2,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.43,5.52,3.38,1030,IGI Lab-Grown,
Pear,,F,VS1,1.13,1.72,59.2,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.9,5.74,3.4,1110,IGI Lab-Grown,
Marquise,,E,VVS2,1.05,2.02,63.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.5,5.21,3.32,1390,IGI Lab-Grown,
Radiant,,D,VS1,1.09,1.42,66.6,64.0,Excellent,Excellent,Slightly Thick,Pointed,7.25,5.09,3.39,1170,IGI Lab-Grown,
Round,Ideal,E,VS1,1.59,1.0,61.7,57.0,Excellent,Excellent,Medium,Pointed,7.47,7.5,4.62,1850,IGI Lab-Grown,
Pear,,E,VS1,1.07,1.57,61.9,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.04,5.77,3.57,1080,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.02,1.01,71.0,67.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,5.44,5.41,3.84,1190,IGI Lab-Grown,
Oval,,E,VS1,1.09,1.47,61.9,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.46,5.75,3.56,1060,IGI Lab-Grown,
Heart,,D,VVS2,1.26,1.11,60.7,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.61,7.32,4.44,1630,IGI Lab-Grown,
Heart,,F,VS1,2.01,1.1,54.8,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.09,8.9,4.88,2740,IGI Lab-Grown,
Round,Ideal,D,VS1,1.57,1.0,61.2,56.0,Excellent,Excellent,Medium,Pointed,7.5,7.53,4.6,1840,IGI Lab-Grown,
Marquise,,F,VVS1,1.07,1.89,62.8,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.19,5.38,3.38,1470,IGI Lab-Grown,
Radiant,,D,VS1,1.0,1.47,67.6,61.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.17,4.88,3.3,1070,IGI Lab-Grown,
Marquise,,D,VVS2,1.04,2.0,61.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.56,5.28,3.27,1330,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.01,1.04,74.2,69.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.46,5.23,3.88,1180,IGI Lab-Grown,
Heart,,D,VS1,1.52,1.16,59.4,60.5,Excellent,Excellent,Slightly Thick to Thick,Pointed,6.92,8.03,4.77,2250,IGI Lab-Grown,
Heart,,D,VS1,1.59,1.15,55.2,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.16,8.25,4.55,2230,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.0,1.02,72.3,70.0,Excellent,Excellent,Medium,Pointed,5.51,5.42,3.92,1160,IGI Lab-Grown,
Radiant,,F,VS1,1.01,1.47,68.8,66.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.21,4.9,3.37,1050,IGI Lab-Grown,
Oval,,F,VS1,1.06,1.46,62.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.35,5.71,3.57,1060,IGI Lab-Grown,
Marquise,,E,VVS2,1.1,2.02,63.9,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.77,5.34,3.41,1280,IGI Lab-Grown,
Radiant,,D,VS1,1.21,1.47,68.0,66.0,Excellent,Excellent,Slightly Thick,Pointed,7.59,5.15,3.5,1280,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.38,62.0,59.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.9,5.71,3.54,1070,IGI Lab-Grown,
Oval,,E,VS1,1.04,1.4,62.6,59.0,Excellent,Excellent,Medium,Pointed,8.09,5.78,3.62,1020,IGI Lab-Grown,
Pear,,D,VS1,1.02,1.59,62.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.06,5.71,3.57,1110,IGI Lab-Grown,
Marquise,,E,VVS2,1.06,1.95,62.9,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.47,5.37,3.38,1240,IGI Lab-Grown,
Heart,,E,VS1,1.67,1.15,55.3,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.3,8.39,4.64,2260,IGI Lab-Grown,
Round,Ideal,E,VS1,1.58,1.0,61.7,57.0,Excellent,Excellent,Medium,Pointed,7.48,7.51,4.62,1840,IGI Lab-Grown,
Marquise,,E,VVS2,1.09,2.03,62.8,60.0,Excellent,Excellent,Medium,Pointed,10.92,5.37,3.37,1280,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.43,62.1,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.12,5.67,3.52,1060,IGI Lab-Grown,
Marquise,,D,VS1,1.05,2.03,65.4,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.51,5.17,3.38,1150,IGI Lab-Grown,
Marquise,,E,VS1,1.14,1.96,63.9,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.66,5.43,3.47,1140,IGI Lab-Grown,
Pear,,E,VS1,1.03,1.62,63.8,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.97,5.53,3.53,1040,IGI Lab-Grown,
Oval,,F,VS1,1.08,1.42,61.7,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.3,5.83,3.6,1080,IGI Lab-Grown,
Heart,,F,VS1,1.52,1.13,55.0,58.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,7.16,8.12,4.47,1860,IGI Lab-Grown,
Heart,,E,VVS2,1.64,1.11,56.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.46,8.28,4.64,2610,IGI Lab-Grown,
Oval,,E,VS1,1.08,1.48,63.2,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.43,5.68,3.59,1050,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.05,1.0,71.2,68.0,Excellent,Excellent,Medium,Pointed,5.54,5.53,3.94,1080,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.04,1.01,71.1,70.0,Excellent,Excellent,Medium,Pointed,5.54,5.47,3.89,1210,IGI Lab-Grown,
Oval,,E,VS1,1.03,1.41,61.4,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.12,5.77,3.54,1010,IGI Lab-Grown,
Radiant,,E,VS1,1.04,1.43,67.8,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.08,4.94,3.35,1050,IGI Lab-Grown,
Marquise,,D,VS1,1.05,1.94,63.9,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.32,5.32,3.4,1150,IGI Lab-Grown,
Marquise,,D,VS1,1.1,1.99,62.5,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.86,5.47,3.42,1190,IGI Lab-Grown,
Round,Ideal,D,VS1,1.56,1.0,62.2,56.0,Excellent,Excellent,Medium,Pointed,7.39,7.42,4.61,1830,IGI Lab-Grown,
Oval,,E,VS1,1.09,1.45,63.1,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.32,5.75,3.63,1060,IGI Lab-Grown,
Oval,,F,VS1,1.05,1.43,62.9,62.0,Excellent,Excellent,Thin to Medium,Pointed,8.12,5.69,3.58,1050,IGI Lab-Grown,
Pear,,E,VS1,1.07,1.58,62.0,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.05,5.74,3.56,1080,IGI Lab-Grown,
Radiant,,F,VS1,1.04,1.43,67.9,65.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.16,5.01,3.4,1080,IGI Lab-Grown,
Radiant,,E,VVS2,1.03,1.25,67.9,61.0,Excellent,Excellent,Medium,Pointed,6.64,5.3,3.6,1190,IGI Lab-Grown,
Marquise,,E,VS1,1.09,1.98,61.3,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.74,5.43,3.33,1100,IGI Lab-Grown,
Oval,,E,VS1,1.05,1.39,63.2,60.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,8.06,5.79,3.66,1030,IGI Lab-Grown,
Marquise,,D,VS1,1.05,2.0,62.8,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.66,5.32,3.34,1150,IGI Lab-Grown,
Pear,,F,VS1,1.03,1.47,62.5,57.0,Excellent,Excellent,Thin to Medium,Pointed,8.46,5.76,3.6,1210,IGI Lab-Grown,
Heart,,E,VVS2,1.25,1.17,59.8,58.0,Excellent,Excellent,Medium,Pointed,6.48,7.59,4.54,1460,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.41,63.3,61.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.92,5.61,3.55,1070,IGI Lab-Grown,
Pear,,D,VS1,1.01,1.59,63.1,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.89,5.58,3.52,1100,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.06,1.01,69.1,70.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.54,5.51,3.81,1140,IGI Lab-Grown,
Radiant,,F,VS1,1.17,1.43,68.5,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.42,5.2,3.56,1200,IGI Lab-Grown,
Radiant,,E,VS1,1.08,1.39,68.6,67.0,Excellent,Excellent,Medium,Pointed,7.15,5.16,3.54,1290,IGI Lab-Grown,
Oval,,E,VS1,1.09,1.42,63.0,58.0,Excellent,Excellent,Thin to Medium,Pointed,8.32,5.84,3.68,1060,IGI Lab-Grown,
Heart,,E,VS1,1.51,1.13,54.6,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.22,8.18,4.47,1940,IGI Lab-Grown,
Radiant,,F,VS1,1.1,1.42,68.2,67.0,Excellent,Excellent,Medium,Pointed,7.21,5.06,3.45,1130,IGI Lab-Grown,
Marquise,,F,VS1,1.09,2.0,62.2,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.72,5.37,3.34,1080,IGI Lab-Grown,
Heart,,E,VS1,1.52,1.12,56.1,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.2,8.06,4.52,1950,IGI Lab-Grown,
Marquise,,D,VVS2,1.04,1.96,63.3,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.43,5.31,3.36,1330,IGI Lab-Grown,
Cushion,Ideal,E,VVS2,2.56,1.01,66.6,63.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.96,7.87,5.24,4700,IGI Lab-Grown,
Marquise,,D,VS1,1.09,1.94,63.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.45,5.4,3.43,1190,IGI Lab-Grown,
Marquise,,E,VVS2,1.14,1.86,59.8,62.0,Excellent,Very Good,Thin to Medium,Pointed,10.56,5.69,3.4,1260,IGI Lab-Grown,
Radiant,,F,VS1,1.14,1.44,67.8,65.0,Excellent,Excellent,Medium,Pointed,7.35,5.1,3.46,1170,IGI Lab-Grown,
Pear,,E,VS1,1.07,1.62,61.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.24,5.7,3.53,1080,IGI Lab-Grown,
Pear,,E,VS1,1.05,1.58,60.8,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.06,5.72,3.48,1060,IGI Lab-Grown,
Radiant,,D,VS1,1.01,1.41,67.8,68.0,Excellent,Excellent,Thin,Pointed,7.25,5.16,3.5,1080,IGI Lab-Grown,
Radiant,,E,VS1,1.09,1.42,66.1,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.24,5.11,3.38,1080,IGI Lab-Grown,
Oval,,E,VS1,1.05,1.45,62.8,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.24,5.7,3.58,1030,IGI Lab-Grown,
Radiant,,F,VS1,1.09,1.43,67.8,65.0,Excellent,Excellent,Medium,Pointed,7.27,5.09,3.45,1120,IGI Lab-Grown,
Marquise,,D,VS1,1.09,2.03,64.0,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.71,5.28,3.38,1190,IGI Lab-Grown,
Radiant,,F,VS1,1.02,1.46,68.1,64.0,Excellent,Excellent,Medium,Pointed,7.19,4.92,3.35,1060,IGI Lab-Grown,
Radiant,,F,VS1,1.22,1.43,67.7,63.0,Excellent,Excellent,Medium,Pointed,7.48,5.24,3.55,1240,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.01,1.01,70.5,70.0,Excellent,Excellent,Medium,Pointed,5.5,5.46,3.85,1180,IGI Lab-Grown,
Pear,,E,VS1,1.07,1.6,61.0,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.21,5.74,3.5,1080,IGI Lab-Grown,
Round,Ideal,D,VS1,1.55,1.0,61.4,58.0,Excellent,Excellent,Medium,Pointed,7.42,7.44,4.56,1080,IGI Lab-Grown,
Round,Ideal,D,VS1,1.59,1.0,61.9,56.0,Excellent,Excellent,Medium,Pointed,7.48,7.49,4.63,1860,IGI Lab-Grown,
Pear,,D,VS1,1.01,1.64,60.0,58.0,Excellent,Excellent,Medium,Pointed,9.32,5.68,3.41,1100,IGI Lab-Grown,
Princess,Ideal,F,VS1,1.07,1.02,71.3,67.0,Excellent,Excellent,Medium,Pointed,5.76,5.67,4.04,1050,IGI Lab-Grown,
Pear,,E,VS1,1.08,1.61,62.3,58.0,Excellent,Excellent,Medium,Pointed,9.25,5.73,3.57,1090,IGI Lab-Grown,
Pear,,F,VS1,1.02,1.58,62.3,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.93,5.65,3.52,1020,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.41,62.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.92,5.61,3.51,1060,IGI Lab-Grown,
Marquise,,E,VS1,1.29,1.89,61.8,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.06,5.86,3.62,1280,IGI Lab-Grown,
Marquise,,F,VVS1,1.08,1.91,61.3,60.0,Excellent,Excellent,Medium,Pointed,10.48,5.5,3.37,1490,IGI Lab-Grown,
Heart,,E,VS1,1.5,1.15,54.8,64.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,7.08,8.12,4.45,1930,IGI Lab-Grown,
Pear,,F,VS1,1.07,1.67,59.8,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.57,5.72,3.42,1060,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.22,1.0,74.6,66.0,Excellent,Excellent,Slightly Thick,Pointed,5.73,5.71,4.26,1190,IGI Lab-Grown,
Pear,,F,VS1,1.03,1.6,61.8,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.97,5.6,3.46,1030,IGI Lab-Grown,
Marquise,,D,VS1,1.08,1.96,63.9,59.0,Excellent,Excellent,Medium,Pointed,10.52,5.37,3.43,1180,IGI Lab-Grown,
Marquise,,D,VS1,1.03,1.93,63.4,59.0,Excellent,Excellent,Thin to Medium,Pointed,10.3,5.33,3.38,1120,IGI Lab-Grown,
Radiant,,F,VS1,1.1,1.44,67.4,67.0,Excellent,Excellent,Medium,Pointed,7.34,5.09,3.43,1130,IGI Lab-Grown,
Oval,,D,VS1,1.02,1.38,63.1,60.0,Excellent,Excellent,Medium,Pointed,7.85,5.69,3.59,1080,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.04,1.01,71.7,65.0,Excellent,Excellent,Medium,Pointed,5.54,5.47,3.92,1210,IGI Lab-Grown,
Princess,Ideal,F,VVS2,1.01,1.02,70.0,70.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,5.53,5.43,3.8,1130,IGI Lab-Grown,
Round,Ideal,D,VS1,1.55,1.0,61.4,58.0,Excellent,Excellent,Medium,Pointed,7.42,7.45,4.57,1810,IGI Lab-Grown,
Radiant,,E,VS1,1.04,1.42,70.9,62.0,Excellent,Excellent,Slightly Thick,Pointed,7.13,5.02,3.56,1250,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.02,1.03,69.6,70.0,Excellent,Excellent,Thick,Pointed,5.55,5.37,3.74,1190,IGI Lab-Grown,
Princess,Ideal,E,VS1,1.08,1.0,72.6,70.0,Excellent,Excellent,Medium,Pointed,5.53,5.52,4.01,1070,IGI Lab-Grown,
Princess,Ideal,D,VS1,1.01,1.01,72.9,71.0,Excellent,Excellent,Medium,Pointed,5.43,5.36,3.91,1090,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.04,1.01,72.7,70.0,Excellent,Excellent,Medium,Pointed,5.51,5.43,3.95,1210,IGI Lab-Grown,
Radiant,,D,VS1,1.08,1.45,67.7,66.0,Excellent,Excellent,Medium,Pointed,7.39,5.08,3.44,1200,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.01,1.04,72.2,67.0,Excellent,Excellent,Medium,Pointed,5.67,5.46,3.94,1180,IGI Lab-Grown,
Pear,,F,VS1,1.04,1.6,60.6,59.0,Excellent,Excellent,Medium,Pointed,9.14,5.71,3.46,1040,IGI Lab-Grown,
