Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Heart,,D,VVS2,1.0,1.22,66.3,54.0,Excellent,Excellent,Very Thick to Extremely Thick,,5.44,6.65,4.41,4580,GIA,
Round,Excellent,H,VS2,1.01,1.0,60.0,60.0,Excellent,Excellent,Medium to Slightly Thick,,6.5,6.53,3.91,4100,GIA,
Round,Excellent,H,VS1,1.04,1.0,61.8,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.47,6.5,4.01,1060,GIA,
Pear,,D,VVS1,1.0,1.57,62.7,59.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.7,5.53,3.47,4830,GIA,Faint
Pear,,E,VS1,1.0,1.51,61.6,63.0,Excellent,Excellent,Slightly Thick to Thick,,8.57,5.68,3.5,4460,GIA,Faint
Radiant,,H,VS1,1.0,1.43,70.3,75.0,Excellent,Excellent,Slightly Thick to Thick,,6.9,4.82,3.39,3090,GIA,
Pear,,D,VS2,1.0,1.67,60.4,60.0,Excellent,Very Good,Thick to Extremely Thick,,8.94,5.35,3.23,4270,GIA,
Princess,Very Good,H,VS1,1.01,1.01,75.6,73.0,Excellent,Very Good,Very Thick,,5.27,5.24,3.96,2830,GIA,
Radiant,,G,VS1,1.01,1.31,67.7,65.0,Excellent,Excellent,Slightly Thick to Thick,,6.81,5.18,3.51,5600,GIA,
Princess,Ideal,D,VS2,1.03,1.0,72.2,72.0,Very Good,Very Good,Thick to Very Thick,,5.41,5.39,3.89,3660,GIA,
Marquise,,G,IF,1.0,1.85,62.6,60.0,Excellent,Excellent,Medium to Thick,,9.83,5.31,3.32,7190,GIA,
Princess,Ideal,F,VS1,1.01,1.02,73.3,75.0,Excellent,Excellent,Slightly Thick to Thick,,5.66,5.56,4.07,3750,GIA,
Round,Excellent,H,VS2,1.0,1.01,62.7,56.0,Excellent,Excellent,Medium to Slightly Thick,,6.33,6.37,3.98,3910,GIA,
Radiant,,H,VVS2,1.03,1.31,68.0,62.0,Excellent,Excellent,Medium to Thick,,6.64,5.07,3.45,3420,GIA,
Cushion Modified,Ideal,H,VVS2,1.02,1.04,65.6,64.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.74,5.53,3.63,2180,GIA,Medium
Radiant,,G,VVS2,1.01,1.29,67.3,66.0,Excellent,Excellent,Medium to Slightly Thick,,6.65,5.15,3.47,3860,GIA,
Round,Excellent,H,VS2,1.0,1.01,63.7,58.0,Excellent,Very Good,Medium to Slightly Thick,,6.3,6.36,4.03,3660,GIA,
Heart,,D,VVS2,1.07,1.11,55.0,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.6,7.34,4.04,6350,GIA,Faint
Marquise,,F,VVS2,1.01,2.21,55.0,58.0,Excellent,Excellent,Thick to Very Thick,,11.31,5.12,2.82,6100,GIA,
Heart,,H,VS1,1.53,1.19,61.9,57.0,Excellent,Excellent,Thick to Very Thick,,6.67,7.94,4.91,6830,GIA,
Marquise,,D,VS1,1.2,1.84,63.0,61.0,Excellent,Excellent,Slightly Thick to Thick,,10.33,5.6,3.53,8900,GIA,
Marquise,,G,VVS2,1.0,1.96,62.0,58.0,Excellent,Excellent,Slightly Thick to Thick,,10.24,5.23,3.25,4720,GIA,Faint
Marquise,,G,VVS2,1.0,1.9,64.0,56.0,Excellent,Very Good,Thick to Very Thick,,9.83,5.17,3.31,6020,GIA,
Oval,,H,VS2,1.0,1.42,62.9,56.0,Very Good,Very Good,Medium to Thick,,7.96,5.61,3.53,3400,GIA,
Round,Excellent,H,VS2,1.0,1.01,63.0,55.0,Excellent,Very Good,Medium to Slightly Thick,,6.33,6.39,4.01,3710,GIA,
Marquise,,D,VS1,1.01,1.85,63.5,63.0,Excellent,Excellent,Medium to Thick,,9.79,5.29,3.36,7280,GIA,
Marquise,,D,VVS1,1.2,1.9,62.5,57.0,Excellent,Very Good,Thick to Extremely Thick,,10.59,5.56,3.47,11270,GIA,
Princess,Ideal,G,VS1,1.01,1.02,73.0,75.0,Excellent,Very Good,Slightly Thick to Thick,,5.65,5.55,4.05,3570,GIA,
Pear,,H,VS2,1.0,1.64,59.2,61.0,Excellent,Very Good,Medium to Thick,,9.23,5.63,3.33,3770,GIA,
Marquise,,E,IF,1.01,1.88,62.3,59.0,Excellent,Excellent,Slightly Thick to Thick,,10.1,5.36,3.34,6690,GIA,Strong
Princess,Ideal,F,VS2,1.0,1.03,65.9,72.0,Very Good,Very Good,Slightly Thick to Thick,,5.74,5.58,3.68,4150,GIA,
Marquise,,D,VS1,1.2,1.87,61.1,56.0,Very Good,Very Good,Thick to Very Thick,,10.49,5.62,3.43,8750,GIA,
Oval,,G,VS2,1.01,1.38,54.2,61.0,Excellent,Excellent,Thick to Very Thick,,8.03,5.84,3.17,4650,GIA,
Radiant,,H,VS1,1.01,1.34,69.7,67.0,Excellent,Very Good,Slightly Thick,,6.9,5.16,3.6,3250,GIA,
Princess,Ideal,G,VVS1,1.06,1.0,72.6,68.0,Excellent,Excellent,Slightly Thick to Thick,,5.55,5.53,4.02,3250,GIA,
Heart,,D,VS2,1.04,1.19,61.0,57.0,Very Good,Very Good,Medium to Slightly Thick,,5.96,7.11,4.34,7300,GIA,
Marquise,,F,IF,1.0,1.79,64.8,60.0,Excellent,Excellent,Thick to Very Thick,,9.44,5.26,3.41,6210,GIA,Medium
Princess,Ideal,G,VS2,1.01,1.01,72.5,70.0,Excellent,Excellent,Slightly Thick to Thick,,5.54,5.49,3.98,2790,GIA,
Princess,Ideal,H,VVS1,1.21,1.0,73.4,75.0,Excellent,Excellent,Thick to Very Thick,,5.82,5.81,4.26,2790,GIA,
Marquise,,G,VS2,1.2,2.2,58.0,59.0,Excellent,Very Good,Medium to Thick,,11.78,5.36,3.11,10410,GIA,
Pear,,E,VVS2,1.0,1.51,64.7,59.0,Very Good,Very Good,Thick to Very Thick,,8.4,5.57,3.6,4160,GIA,
Marquise,,F,VS2,1.01,2.02,61.4,58.0,Excellent,Excellent,Medium to Thick,,10.53,5.21,3.2,4160,GIA,Faint
Round,Excellent,H,VS2,1.09,1.01,62.2,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.51,6.56,4.06,4000,GIA,
Heart,,D,VVS2,1.0,1.06,57.9,55.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.45,6.81,3.94,7270,GIA,
Emerald,,G,VS2,1.01,1.4,67.3,65.0,Excellent,Very Good,Slightly Thick to Thick,,6.66,4.77,3.21,1280,GIA,
Marquise,,E,VS1,1.0,2.07,63.6,64.0,Excellent,Excellent,Slightly Thick to Very Thick,,10.37,5.01,3.19,6880,GIA,Faint
Oval,,G,VVS2,1.03,1.49,62.1,57.0,Excellent,Very Good,Slightly Thick to Thick,,8.36,5.61,3.48,4650,GIA,Medium
Heart,,D,VS2,1.01,1.2,60.0,59.0,Excellent,Very Good,Slightly Thick to Thick,,5.88,7.03,4.22,3450,GIA,Faint
Oval,,E,VS2,1.0,1.3,63.5,64.0,Excellent,Excellent,Medium to Very Thick,,7.39,5.69,3.61,4550,GIA,
Princess,Ideal,G,VS2,1.04,1.02,73.4,74.0,Excellent,Excellent,Medium to Slightly Thick,,5.61,5.52,4.05,2810,GIA,
Princess,Ideal,G,VVS1,1.04,1.04,73.4,67.0,Excellent,Very Good,Thick,,5.72,5.49,4.03,4170,GIA,
Heart,,E,VVS1,1.01,1.18,59.1,60.0,Excellent,Excellent,Slightly Thick to Thick,,5.97,7.06,4.17,5440,GIA,Faint
Pear,,G,VVS2,1.05,1.75,62.5,63.0,Excellent,Excellent,Medium to Thick,,9.6,5.5,3.44,5040,GIA,Faint
Pear,,G,VS1,1.03,1.59,63.5,60.0,Excellent,Excellent,Slightly Thick to Thick,,8.83,5.55,3.53,4720,GIA,Faint
Marquise,,G,VVS1,1.21,1.97,56.1,62.0,Excellent,Excellent,Slightly Thick to Thick,,11.17,5.68,3.18,7340,GIA,Faint
Heart,,H,VS2,1.5,1.17,62.0,57.0,Excellent,Excellent,Medium to Very Thick,,6.68,7.82,4.85,6730,GIA,
Radiant,,H,VS1,1.01,1.14,75.7,67.0,Excellent,Very Good,Very Thick,,5.66,4.96,3.76,3030,GIA,Faint
Cushion Modified,Very Good,G,VS2,1.02,1.1,70.6,58.0,Excellent,Excellent,Slightly Thick to Thick,,5.81,5.28,3.73,2420,GIA,
Marquise,,G,VVS2,2.02,1.9,56.5,59.0,Excellent,Excellent,Thick to Extremely Thick,,12.52,6.58,3.72,21040,GIA,Faint
Princess,Very Good,E,VS2,1.01,1.0,76.3,69.0,Excellent,Very Good,Thin to Very Thick,,5.29,5.28,4.03,3190,GIA,
Round,Excellent,H,VS2,1.0,1.01,60.5,61.0,Excellent,Excellent,Slightly Thick,,6.42,6.46,3.9,4120,GIA,
Heart,,G,VS2,1.44,1.18,60.9,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.64,7.83,4.77,6810,GIA,
Radiant,,H,VS1,1.01,1.25,65.8,72.0,Excellent,Very Good,Slightly Thick to Thick,,6.46,5.16,3.4,4310,GIA,Medium
Radiant,,E,VS1,1.01,1.37,68.2,68.0,Excellent,Excellent,Medium to Slightly Thick,,6.86,5.0,3.41,3630,GIA,Medium
Radiant,,H,VS2,1.01,1.23,65.0,66.0,Excellent,Very Good,Very Thick to Extremely Thick,,6.22,5.06,3.29,3820,GIA,Strong
Pear,,D,VVS1,1.1,1.62,62.4,64.0,Excellent,Very Good,Thick to Very Thick,,9.23,5.69,3.55,4800,GIA,Medium
Pear,,E,VVS2,1.0,1.65,59.6,62.0,Excellent,Very Good,Medium to Thick,,9.16,5.56,3.31,4430,GIA,
Round,Very Good,E,VS2,1.0,1.01,64.6,58.0,Excellent,Very Good,Thin to Thick,,6.14,6.22,4.0,3780,GIA,Strong
Pear,,E,VS2,1.0,1.45,63.2,54.0,Very Good,Very Good,Slightly Thick to Extremely Thick,,8.18,5.66,3.58,3650,GIA,Faint
Heart,,F,VVS1,1.01,1.11,56.1,53.0,Excellent,Very Good,Medium to Very Thick,,6.18,6.88,3.86,6120,GIA,Faint
Oval,,F,VS1,1.01,1.37,62.9,60.0,Excellent,Excellent,Thin to Thick,,7.79,5.68,3.57,4630,GIA,Medium
Heart,,H,IF,1.0,1.2,59.9,57.0,Excellent,Very Good,Thick to Very Thick,,5.89,7.04,4.22,4110,GIA,
Princess,Ideal,H,VVS2,1.01,1.01,72.7,71.0,Excellent,Excellent,Thin to Slightly Thick,,5.7,5.63,4.09,3370,GIA,
Heart,,G,VS1,1.0,1.2,62.8,60.0,Excellent,Very Good,Thick to Very Thick,,5.76,6.89,4.33,4000,GIA,
Cushion Modified,Very Good,G,VS1,1.01,1.14,66.9,64.0,Excellent,Excellent,Slightly Thick to Thick,,6.33,5.54,3.7,2350,GIA,Strong
Princess,Ideal,E,VS1,1.01,1.03,73.3,71.0,Excellent,Excellent,Slightly Thick to Thick,,5.41,5.26,3.86,3880,GIA,Faint
Square Radiant,,G,VS2,1.1,1.0,72.6,55.0,Excellent,Excellent,Medium to Very Thick,,5.8,5.8,4.21,4700,GIA,Medium
Marquise,,D,VS2,1.0,1.8,64.4,59.0,Excellent,Excellent,Thick to Very Thick,,9.53,5.29,3.4,5370,GIA,
Oval,,H,VVS2,1.0,1.38,61.3,60.0,Excellent,Excellent,Medium to Thick,,7.84,5.69,3.49,3960,GIA,
Heart,,D,VS2,1.01,1.1,59.3,54.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.31,6.94,4.12,4070,GIA,Strong
Round,Excellent,G,VS2,1.08,1.01,62.5,58.0,Excellent,Excellent,Slightly Thick,,6.48,6.52,4.07,4050,GIA,Medium
Heart,,H,VS2,1.61,1.11,54.1,58.0,Excellent,Excellent,Medium to Thick,,7.48,8.28,4.48,8160,GIA,
Pear,,G,VS2,1.0,1.74,55.5,65.0,Excellent,Very Good,Slightly Thick to Thick,,9.71,5.57,3.09,4120,GIA,
Round,Excellent,H,VS2,1.01,1.01,62.8,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.35,6.4,4.0,4010,GIA,
Emerald,,H,VS1,1.0,1.38,69.2,69.0,Excellent,Good,Thick to Very Thick,,6.48,4.7,3.25,2570,GIA,
Oval,,F,VS2,1.0,1.37,66.6,59.0,Excellent,Very Good,Thick to Very Thick,,7.52,5.49,3.66,4260,GIA,
Round,Excellent,H,VS2,1.0,1.01,63.6,56.0,Excellent,Excellent,Thin to Slightly Thick,,6.29,6.34,4.02,4020,GIA,
Round,Excellent,G,VS2,1.0,1.01,61.4,62.0,Very Good,Very Good,Slightly Thick,,6.33,6.41,3.91,4040,GIA,
Heart,,F,VS1,1.01,1.16,59.3,59.0,Excellent,Excellent,Slightly Thick to Thick,,6.04,6.98,4.14,4180,GIA,Faint
Marquise,,D,IF,1.2,2.03,61.0,59.0,Excellent,Very Good,Slightly Thick to Very Thick,,11.07,5.46,3.33,9660,GIA,
Emerald,,H,VVS1,1.0,1.38,68.9,64.0,Excellent,Excellent,Slightly Thick,,6.53,4.73,3.26,2640,GIA,Faint
Round,Excellent,H,VS2,1.05,1.01,62.6,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.44,6.49,4.05,3910,GIA,
Pear,,G,VS2,1.0,1.45,66.0,61.0,Excellent,Very Good,Thick to Extremely Thick,,8.01,5.52,3.65,3650,GIA,
Oval,,H,VS2,1.0,1.41,61.9,59.0,Very Good,Excellent,Slightly Thick to Very Thick,,7.89,5.6,3.47,5030,GIA,
Pear,,H,VS2,1.01,1.6,63.6,61.0,Excellent,Very Good,Medium to Thick,,8.82,5.51,3.51,4550,GIA,
Princess,Ideal,G,VVS1,1.01,1.03,73.0,73.0,Very Good,Very Good,Medium to Slightly Thick,,5.71,5.53,4.03,4140,GIA,Faint
Round,Excellent,F,VS2,1.0,1.01,63.5,56.0,Excellent,Very Good,Thin to Slightly Thick,,6.29,6.35,4.02,4000,GIA,Strong
Radiant,,H,VS2,1.01,1.33,64.2,64.0,Excellent,Excellent,Medium to Slightly Thick,,6.8,5.13,3.29,3720,GIA,
Princess,Ideal,G,VS2,1.03,1.01,71.4,72.0,Excellent,Excellent,Medium,,5.71,5.66,4.04,2840,GIA,
Pear,,F,IF,1.0,1.47,56.8,64.0,Excellent,Excellent,Extremely Thick,,8.28,5.63,3.19,4670,GIA,Faint
Princess,Ideal,D,VS2,1.0,1.01,72.2,71.0,Excellent,Very Good,Medium to Slightly Thick,,5.58,5.55,4.01,3370,GIA,
Radiant,,F,VS1,1.0,1.07,70.7,62.0,Excellent,Very Good,Thick to Very Thick,,5.62,5.26,3.72,4100,GIA,
Round,Excellent,G,VS2,1.0,1.01,62.3,58.0,Excellent,Excellent,Slightly Thick,,6.32,6.36,3.95,3960,GIA,Strong
Oval,,G,VS1,1.01,1.35,64.1,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.52,5.59,3.58,4480,GIA,
Heart,,F,VS1,1.7,1.19,59.8,57.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.03,8.35,4.99,10480,GIA,Faint
Heart,,H,VS2,1.51,1.14,58.1,55.0,Excellent,Excellent,Thick to Extremely Thick,,7.0,7.96,4.63,9580,GIA,Medium
Round,Very Good,H,VVS2,1.0,1.01,64.5,55.0,Excellent,Excellent,Slightly Thick to Thick,,6.21,6.25,4.01,3960,GIA,
Oval,,G,VVS2,1.01,1.47,63.7,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,8.06,5.49,3.5,5030,GIA,
Heart,,E,VS1,1.0,1.16,56.9,61.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.09,7.04,4.01,5190,GIA,Faint
Square Radiant,,H,VVS1,1.01,1.02,67.6,69.0,Very Good,Very Good,Slightly Thick to Thick,,5.87,5.74,3.88,4110,GIA,
Round,Excellent,H,VS2,1.0,1.01,62.4,56.0,Excellent,Excellent,Slightly Thick,,6.34,6.38,3.97,4140,GIA,
Marquise,,D,VVS2,2.01,2.04,64.0,58.0,Excellent,Very Good,Slightly Thick to Very Thick,,13.05,6.41,4.1,1020,GIA,Faint
Pear,,F,VVS1,1.0,1.76,61.7,68.0,Very Good,Very Good,Very Thick,,9.15,5.2,3.21,4030,GIA,Faint
Marquise,,F,VVS2,1.15,1.87,65.9,62.0,Excellent,Very Good,Thick to Very Thick,,10.11,5.42,3.57,6080,GIA,Faint
Cushion Modified,Ideal,H,VS2,1.0,1.01,71.0,58.0,Excellent,Very Good,Thick to Very Thick,,5.4,5.37,3.81,2050,GIA,
Oval,,E,VS1,1.01,1.36,64.3,60.0,Excellent,Excellent,Thick to Very Thick,,7.53,5.52,3.55,4880,GIA,
Oval,,H,VS2,1.0,1.5,62.5,51.0,Very Good,Good,Thick to Extremely Thick,,8.13,5.43,3.39,3440,GIA,
Radiant,,G,VS1,1.0,1.33,68.6,69.0,Excellent,Excellent,Medium to Thick,,6.73,5.05,3.46,3390,GIA,
Radiant,,E,VS1,1.0,1.26,67.1,70.0,Excellent,Very Good,Slightly Thick to Thick,,6.58,5.24,3.51,3870,GIA,
Oval,,E,VS2,1.01,1.55,63.3,58.0,Very Good,Excellent,Thick to Very Thick,,8.37,5.39,3.42,4300,GIA,Medium
Round,Excellent,H,VS2,1.0,1.0,62.0,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.37,6.4,3.96,4120,GIA,
Oval,,D,VS2,1.01,1.54,59.7,59.0,Very Good,Very Good,Slightly Thick to Very Thick,,8.48,5.52,3.3,3960,GIA,Medium
Radiant,,H,VVS1,1.02,1.16,70.8,69.0,Very Good,Excellent,Thick,,5.96,5.13,3.63,3930,GIA,
Oval,,H,VS2,1.0,1.6,62.9,57.0,Excellent,Very Good,Medium to Very Thick,,8.38,5.23,3.29,3920,GIA,
Radiant,,G,VVS1,1.01,1.07,73.9,70.0,Very Good,Very Good,Very Thick,,5.59,5.24,3.87,4050,GIA,
Princess,Ideal,F,VS2,1.01,1.02,72.3,72.0,Excellent,Excellent,Medium to Slightly Thick,,5.46,5.36,3.87,3210,GIA,
Heart,,F,VS1,1.0,1.17,57.0,57.0,Excellent,Very Good,Thin to Very Thick,,6.03,7.05,4.02,4690,GIA,
Round,Excellent,H,VS1,1.02,1.01,60.0,58.0,Excellent,Excellent,Slightly Thick,,6.51,6.55,3.92,4100,GIA,Faint
Pear,,D,VS2,1.0,1.51,61.3,64.0,Excellent,Excellent,Thick to Very Thick,,8.34,5.54,3.4,4670,GIA,
Marquise,,F,VS2,1.2,2.02,59.4,65.0,Excellent,Very Good,Medium to Thick,,11.5,5.69,3.38,7700,GIA,
Round,Excellent,F,VS2,1.07,1.01,62.5,56.0,Excellent,Excellent,Thin to Medium,,6.52,6.56,4.09,1210,GIA,Strong
Pear,,F,VS2,1.0,1.45,66.3,56.0,Excellent,Very Good,Slightly Thick to Very Thick,,7.99,5.51,3.65,3840,GIA,
Princess,Ideal,G,VVS1,1.01,1.01,69.1,71.0,Excellent,Very Good,Slightly Thick to Thick,,5.7,5.62,3.88,4050,GIA,
Radiant,,H,VVS2,1.01,1.34,69.4,69.0,Excellent,Excellent,Slightly Thick to Thick,,6.73,5.02,3.48,2800,GIA,
Oval,,H,IF,1.01,1.32,64.6,62.0,Excellent,Excellent,Slightly Thick to Thick,,7.52,5.7,3.68,4420,GIA,
Round,Excellent,H,VS1,1.07,1.01,62.1,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.54,6.58,4.07,3920,GIA,Medium
Round,Excellent,F,VS2,1.0,1.01,60.8,61.0,Very Good,Very Good,Medium to Slightly Thick,,6.42,6.46,3.92,3890,GIA,Medium
Heart,,H,VS2,1.3,1.17,61.9,54.0,Excellent,Excellent,Thick to Very Thick,,6.42,7.51,4.65,4890,GIA,
Heart,,E,VS1,1.01,1.17,61.7,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,5.89,6.91,4.26,4690,GIA,
Radiant,,H,VS1,1.02,1.26,68.1,68.0,Excellent,Excellent,Thick,,6.36,5.04,3.43,4680,GIA,
Cushion Modified,Very Good,H,VS1,1.01,1.27,69.4,60.0,Excellent,Excellent,Slightly Thick to Thick,,6.44,5.08,3.52,2150,GIA,Strong
Oval,,D,VS2,1.02,1.4,56.7,61.0,Excellent,Very Good,Medium to Thick,,8.28,5.9,3.35,3400,GIA,Strong
Princess,Ideal,H,VS2,1.01,1.01,72.5,70.0,Excellent,Excellent,Slightly Thick to Thick,,5.49,5.46,3.96,2670,GIA,
Square Radiant,,H,VS1,1.0,1.0,75.8,66.0,Excellent,Very Good,Thick,,5.3,5.3,4.01,3450,GIA,Faint
Princess,Very Good,H,VS1,1.0,1.03,75.5,71.0,Very Good,Very Good,Slightly Thick to Thick,,5.42,5.28,3.99,3010,GIA,
Pear,,G,VVS1,1.04,1.72,59.7,62.0,Excellent,Excellent,Thick to Very Thick,,9.28,5.41,3.23,4170,GIA,Medium
Round,Excellent,H,VS2,1.12,1.01,62.5,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.58,6.63,4.13,3560,GIA,Faint
Princess,Ideal,H,VVS2,1.01,1.02,73.7,70.0,Excellent,Very Good,Slightly Thick to Thick,,5.48,5.37,3.96,3150,GIA,Faint
Marquise,,D,VS1,1.7,1.97,62.3,59.0,Excellent,Very Good,Thick to Very Thick,,12.17,6.18,3.85,18650,GIA,
Marquise,,D,VVS2,1.01,1.94,63.2,59.0,Excellent,Excellent,Slightly Thick to Very Thick,,10.15,5.24,3.31,6360,GIA,
Square Radiant,,G,VS2,1.01,1.02,71.1,65.0,Excellent,Very Good,Very Thick,,5.67,5.55,3.95,4920,GIA,
Heart,,D,VS1,1.05,1.19,61.0,59.0,Very Good,Excellent,Thin to Extremely Thick,,5.85,6.95,4.24,5690,GIA,
Pear,,E,VVS2,1.0,1.66,56.9,57.0,Excellent,Very Good,Slightly Thick to Extremely Thick,,9.35,5.62,3.2,4660,GIA,
Marquise,,D,VS2,1.03,1.98,61.5,60.0,Excellent,Excellent,Medium to Thick,,10.48,5.29,3.25,5750,GIA,Strong
Round,Excellent,H,VS2,1.02,1.01,62.0,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.41,6.46,3.99,3970,GIA,Faint
Marquise,,F,VS1,1.01,1.9,64.9,59.0,Excellent,Very Good,Thick to Very Thick,,9.85,5.19,3.37,5680,GIA,
Heart,,F,VS2,1.0,1.18,60.6,61.0,Excellent,Very Good,Slightly Thick to Very Thick,,5.94,6.99,4.24,4170,GIA,
Round,Very Good,G,VS2,1.0,1.01,64.5,58.0,Excellent,Very Good,Thick,,6.15,6.23,3.99,4000,GIA,
Marquise,,D,VS1,2.5,1.85,61.1,62.0,Excellent,Excellent,Medium to Thick,,13.46,7.26,4.44,1090,GIA,
Round,Excellent,H,VVS2,1.0,1.0,61.8,59.0,Excellent,Very Good,Medium to Slightly Thick,,6.39,6.4,3.95,4000,GIA,Faint
Oval,,E,VS2,1.0,1.3,65.1,58.0,Very Good,Very Good,Slightly Thick to Extremely Thick,,7.31,5.63,3.66,4220,GIA,
Princess,Ideal,G,VVS1,1.0,1.02,73.0,74.0,Very Good,Very Good,Slightly Thick,,5.6,5.51,4.02,3150,GIA,Faint
Pear,,D,VS1,1.0,1.49,62.4,63.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.43,5.64,3.52,5030,GIA,Faint
Emerald,,H,VS1,1.0,1.3,70.0,67.0,Excellent,Very Good,Thick to Very Thick,,6.35,4.9,3.43,2490,GIA,Faint
Round,Excellent,H,VS2,1.08,1.01,62.8,58.0,Excellent,Excellent,Slightly Thick,,6.5,6.54,4.09,3690,GIA,Strong
Oval,,D,VS1,1.0,1.38,64.6,60.0,Very Good,Very Good,Slightly Thick to Very Thick,,7.65,5.55,3.59,4590,GIA,Faint
Pear,,H,VS2,1.01,1.75,61.4,57.0,Excellent,Excellent,Thick to Very Thick,,9.39,5.37,3.3,3650,GIA,
Round,Excellent,G,VS2,1.0,1.02,59.9,62.0,Excellent,Very Good,Medium to Slightly Thick,,6.39,6.49,3.86,4090,GIA,
Marquise,,D,VS2,1.01,1.92,62.5,60.0,Excellent,Very Good,Thick to Very Thick,,10.03,5.23,3.27,6210,GIA,
Princess,Ideal,E,VS1,1.0,1.05,71.1,75.0,Very Good,Very Good,Medium to Slightly Thick,,5.8,5.53,3.93,4300,GIA,
Round,Excellent,H,VS2,1.03,1.0,60.6,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.51,6.53,3.95,3710,GIA,
Marquise,,H,VS2,1.01,1.86,67.0,57.0,Excellent,Very Good,Thick to Very Thick,,9.67,5.19,3.48,4320,GIA,
Pear,,D,VS2,1.1,1.59,64.8,57.0,Very Good,Very Good,Medium to Very Thick,,8.82,5.55,3.6,4070,GIA,Strong
Pear,,E,VS2,1.0,1.54,60.8,64.0,Excellent,Very Good,Thick to Very Thick,,8.71,5.65,3.43,4740,GIA,
Marquise,,G,VVS1,1.01,2.13,64.2,58.0,Excellent,Excellent,Thick to Very Thick,,10.66,5.01,3.22,5960,GIA,
Princess,Ideal,F,VVS1,1.01,1.0,73.4,72.0,Excellent,Very Good,Thick to Very Thick,,5.46,5.45,4.01,4320,GIA,
Marquise,,G,VVS2,1.0,1.9,56.4,59.0,Excellent,Excellent,Thick to Very Thick,,10.34,5.43,3.06,5250,GIA,Faint
Marquise,,G,VS2,1.04,2.23,55.0,58.0,Excellent,Excellent,Thick to Very Thick,,11.6,5.2,2.86,4810,GIA,
Heart,,G,VS1,1.04,1.07,57.2,61.0,Excellent,Very Good,Medium to Very Thick,,6.48,6.96,3.98,5990,GIA,Medium
Pear,,H,VS1,1.05,1.55,62.7,62.0,Excellent,Very Good,Thick to Very Thick,,8.64,5.59,3.5,4410,GIA,Faint
Radiant,,E,VS2,1.01,1.22,70.3,69.0,Excellent,Excellent,Thick,,6.07,4.99,3.51,3420,GIA,
Pear,,G,VVS2,1.0,1.72,59.6,64.0,Excellent,Excellent,Medium to Thick,,9.4,5.45,3.25,3640,GIA,Strong
Radiant,,E,VS2,1.0,1.41,69.4,62.0,Excellent,Good,Slightly Thick to Thick,,6.94,4.93,3.42,5390,GIA,
Princess,Very Good,G,VS1,1.01,1.04,71.5,78.0,Excellent,Very Good,Medium to Slightly Thick,,5.71,5.5,3.93,2830,GIA,
Radiant,,F,VVS2,1.01,1.36,66.9,66.0,Excellent,Excellent,Thick to Very Thick,,6.87,5.04,3.37,5330,GIA,
Oval,,D,VS2,1.0,1.35,63.3,60.0,Excellent,Excellent,Slightly Thick to Thick,,7.7,5.72,3.62,4600,GIA,Medium
Round,Excellent,H,VS2,1.01,1.01,62.8,60.0,Excellent,Excellent,Slightly Thick,,6.34,6.39,4.0,3940,GIA,Faint
Marquise,,D,VS2,1.5,2.23,56.2,60.0,Good,Very Good,Medium to Extremely Thick,,13.38,6.01,3.38,14910,GIA,
Oval,,G,VS2,1.01,1.43,62.6,58.0,Excellent,Very Good,Medium to Thick,,7.98,5.6,3.51,4230,GIA,Strong
Princess,Ideal,E,VS2,1.01,1.01,72.8,73.0,Excellent,Very Good,Thin to Thick,,5.49,5.46,3.98,4330,GIA,
Round,Excellent,H,VS2,1.01,1.0,60.5,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.45,6.48,3.91,3780,GIA,
Heart,,F,VS1,1.52,1.18,59.7,59.0,Excellent,Excellent,Medium to Thick,,6.82,8.03,4.79,10160,GIA,
Heart,,D,VS1,1.01,1.11,57.9,61.0,Very Good,Very Good,Medium to Thick,,6.33,7.03,4.07,4420,GIA,Faint
Heart,,D,VS2,1.7,1.18,60.2,61.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.91,8.16,4.91,9630,GIA,Faint
